brand,series,model,fuel_type,gear_type,engine_cc,hp
Volkswagen,Passat,Variant 2.0 Tdi Scr 190 Highlne Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Passat,2.0 Tdi Scr 190 Highline Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Transporter,2.0 Tdi 140 Vip Minibus,Dizel,Manuel,1984.0,
Volkswagen,Polo,1.0 Tsi 95 Comfortline,Benzin,Manuel,999.0,
Volkswagen,Polo,1.0 Tsi 95 Comfortline Dsg,Benzin,Otomatik,999.0,
Volkswagen,Polo,1.0 Tsi 95 Highline Dsg,Benzin,Otomatik,999.0,
Volkswagen,Polo,1.6 Tdi Scr 80 Trendline,Dizel,Manuel,1598.0,
Volkswagen,Polo,1.6 Tdi Scr 95 Comfortline,Dizel,Manuel,1598.0,
Volkswagen,Tiguan,Allspace 1.4 Tsi Act 150 Comfortline D,Benzin,Manuel,1395.0,
Volkswagen,Tiguan,Allspace 1.4 Tsi Act 150 Dsg,Benzin,Otomatik,1395.0,
Volkswagen,Tiguan,Allspace 2.0 Tdi Scr 150 4M Highline,Dizel,Manuel,1984.0,
Volkswagen,Caddy,Alltrack 2.0 Tdi 102,Dizel,Manuel,1984.0,
Volkswagen,Caddy,Alltrack 2.0 Tdi 102 Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Arteon,1.5 Tsi Act 150 Dsg Elegance,Benzin,Otomatik,1498.0,
Volkswagen,Arteon,1.5 Tsi Act 150 Dsg R-Line,Benzin,Otomatik,1498.0,
Volkswagen,Transporter,Camlivan 4+1 2.0 Tdi 140 Comf.Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Caravelle,Trendline Scrbmt 2.0Tdi 102 9+1Lwb,Benzin,Manuel,,
Volkswagen,Transporter,Panelvan 2+1 114 E6,Benzin,Manuel,,
Volkswagen,Transporter,Panelvan 2+1 150 E6,Benzin,Manuel,,
Volkswagen,Transporter,Panelvan 2+1 Lwb 114 E6,Benzin,Manuel,,
Volkswagen,Transporter,Panelvan 2+1 Lwb 150 E6,Benzin,Manuel,,
Volkswagen,Transporter,Cityvan 5+1 114 E6,Benzin,Manuel,,
Volkswagen,Transporter,Cityvan 5+1 150 E6,Benzin,Manuel,,
Volkswagen,Transporter,Cityvan 5+1 204 Dsg E6,Benzin,Otomatik,,
Volkswagen,Transporter,Cityvan 5+1 Lwb 114 E6,Benzin,Manuel,,
Volkswagen,Transporter,Cityvan 5+1 Lwb 150 E6,Benzin,Manuel,,
Volkswagen,Transporter,Cityvan 5+1 Lwb 204 Dsg E6,Benzin,Otomatik,,
Volkswagen,Transporter,Camlivan 4+1 114 E6,Benzin,Manuel,,
Volkswagen,Transporter,Camlivan 4+1 150 E6,Benzin,Manuel,,
Volkswagen,Transporter,Camlivan 4+1 204 Dsg E6,Benzin,Otomatik,,
Volkswagen,Transporter,Camlivan 4+1 Lwb 114 E6,Benzin,Manuel,,
Volkswagen,Transporter,Camlivan 4+1 Lwb 150 E6,Benzin,Manuel,,
Volkswagen,Transporter,Camlivan 4+1 Lwb 204 Dsg E6,Benzin,Otomatik,,
Volkswagen,Transporter,Cityvan 5+1 114 Comfortline E6,Benzin,Manuel,,
Volkswagen,Transporter,Cityvan 5+1 150 Comfortline E6,Benzin,Manuel,,
Volkswagen,Transporter,Camlivan 4+1 114 Comfortline E6,Benzin,Manuel,,
Volkswagen,Transporter,Camlivan 4+1 150 Comfortline E6,Benzin,Manuel,,
Volkswagen,Transporter,Cityvan 4+1 114 Comfortline E6,Benzin,Manuel,,
Volkswagen,Transporter,Cityvan 5+1Lwb 150 Comfortline E6,Benzin,Manuel,,
Volkswagen,Transportercamlivan,4+1 Lwb 114 Comf.Line E6,Benzin,Manuel,,
Volkswagen,Transporter,Camlivan 4+1 Lwb 150 Comf.Line E6,Benzin,Manuel,,
Volkswagen,Transporter,2.0 Tdi 102 Lwb Minibus 9+1,Dizel,Manuel,1984.0,
Volkswagen,Amarok,Highline 4X4 3.0 V6 Tdi 204 Ov,Dizel,Manuel,2979.0,
Volkswagen,Transporter,Kamyonet (2+1) Tek Kabin 114,Benzin,Manuel,,
Volkswagen,Transporter,Kamyonet (5+1) Cift Kabin 114,Benzin,Manuel,,
Volkswagen,Caravelle,Trendline 2.0 Tdi 114 (8+1) Lwb,Dizel,Manuel,1984.0,
Volkswagen,Golf,1.0 Tsi 110 Highline Dsg,Benzin,Otomatik,999.0,
Volkswagen,Tiguan,Allspace 1.4Tsi Act 150 Comfortlinedsg,Benzin,Manuel,,
Volkswagen,Tiguan,Allspace 1.4 Tsi Act 150 Highline Dsg,Benzin,Otomatik,1395.0,
Volkswagen,Tiguan,Allspace 2.0 Tdi Scr 150 4M Highl.Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Amarok,Comfortline 3.0 Tdi 163,Dizel,Manuel,2979.0,
Volkswagen,Amarok,Highline 4X4 3.0 Tdi 204,Dizel,Manuel,2979.0,
Volkswagen,Amarok,Canyon 4X4 3.0 Tdi V6 204,Dizel,Manuel,2979.0,
Volkswagen,Amarok,Canyon 4X4 3.0 204 Ov,Benzin,Manuel,2979.0,
Volkswagen,Transporter,Minibus 9+1 Lwb 114 E6,Benzin,Manuel,,
Volkswagen,Crafter,Panelvan 2+1 Mwb Sr 140 3.5T Comfort,Benzin,Manuel,,
Volkswagen,Crafter,Panelvan 2+1 Mwb Hr 140 3.5T Comfort,Benzin,Manuel,,
Volkswagen,Crafter,Panelvan 2+1 Lwb Hr 140 3.5T Comfort,Benzin,Manuel,,
Volkswagen,Crafterpanelvan,2+1 Lwb Hr 177 3.5T Comfortpl,Benzin,Manuel,,
Volkswagen,Transporter,Minibus 9+1 Lwb 114 E6 Vip,Benzin,Manuel,,
Volkswagen,Transporter,Panelvan 2+1 Lwb 150 Dsg E6,Benzin,Otomatik,,
Volkswagen,Polo,1.6 Tdi Scr 95 Dsg Comfortline,Dizel,Otomatik,1598.0,
Volkswagen,Polo,1.6 Tdi Scr 95 Dsg Highline,Dizel,Otomatik,1598.0,
Volkswagen,Touareg,V6 3.0 Tdi Scr 286 Tiptronic,Dizel,Otomatik,2979.0,
Volkswagen,Transporter,Minibus 9+1 Lwb 150 E6 Vip,Benzin,Manuel,,
Volkswagen,Transporter,Minibus 9+1 Lwb 204 Vip,Benzin,Manuel,,
Volkswagen,Transporter,Camlivan 2.0 Tdi 140 4+1 Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Transporter,Kombi 2.0 Tdi 8+1 Lwb 150 Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Transporter,Kamyonet (2+1) Tek Kabin 150,Benzin,Manuel,,
Volkswagen,Transporter,Kamyonet (5+1) Cift Kabin 150,Benzin,Manuel,,
Volkswagen,Amarok,Aventura 4X4 3.0 V6 Tdi 258 Ov,Dizel,Manuel,2979.0,
Volkswagen,Caddy,1.4 Tsi 125 Comfortline Dsg,Benzin,Otomatik,1395.0,
Volkswagen,Crafter,Pick Up 2.0 Tdi 2+1 Mwb 3.5T,Dizel,Manuel,1984.0,
Volkswagen,Caravelle,Highline 2.0 Tdi (8+1) Lwb 199 Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Caddy,1.2 Gp Trendline,Benzin,Manuel,1197.0,
Volkswagen,T-Roc,1.5 Tsi Act (150) Highline Dsg,Benzin,Otomatik,1498.0,
Volkswagen,Polo,1.0 Tsi 80 Trendline,Benzin,Manuel,999.0,
Volkswagen,Golf,1.0 Tsi 115 Dsg Midline Plus,Benzin,Otomatik,999.0,
Volkswagen,Golf,1.0 Tsi 115 Dsg Comfortline,Benzin,Otomatik,999.0,
Volkswagen,Golf,1.0 Tsi 115 Dsg Highline,Benzin,Otomatik,999.0,
Volkswagen,Golf,1.5 Tsi Act 150 Dsg Comfortline,Benzin,Otomatik,1498.0,
Volkswagen,Golf,1.5 Tsi Act 150 Dsg Highline,Benzin,Otomatik,1498.0,
Volkswagen,Passat,1.5 Tsi Act 150 Trendline,Benzin,Manuel,1498.0,
Volkswagen,Passat,1.5 Tsi Act 150 Dsg Trendline,Benzin,Otomatik,1498.0,
Volkswagen,Passat,1.5 Tsi Act 150 Comfortline,Benzin,Manuel,1498.0,
Volkswagen,Passat,1.5 Tsi Act 150 Dsg Comfortline,Benzin,Otomatik,1498.0,
Volkswagen,Passat,1.5 Tsi Act 150 Dsg Highline,Benzin,Otomatik,1498.0,
Volkswagen,Tiguan,1.5 Tsi Act 130 Trendline,Benzin,Manuel,1498.0,
Volkswagen,Tiguan,1.5 Tsi Act 150 Dsg Trendline,Benzin,Otomatik,1498.0,
Volkswagen,Tiguan,1.5 Tsi Act 130 Comfortline,Benzin,Manuel,1498.0,
Volkswagen,Tiguan,1.5 Tsi Act 150 Dsg Comfortline,Benzin,Otomatik,1498.0,
Volkswagen,Tiguan,1.5 Tsi Act 150 Dsg Highline,Benzin,Otomatik,1498.0,
Volkswagen,Tiguanallspace,1.5Tsi Act 150 Dsg Comfortline,Benzin,Otomatik,,
Volkswagen,Tiguan,Allspace 1.5 Tsi Act 150 Dsg Highline,Benzin,Otomatik,1498.0,
Volkswagen,Caravelle,Highline 2.0 Tdi 8+1 Lwb 199 Dsg 4M,Dizel,Otomatik,1984.0,
Volkswagen,Crafter,Servis 16+1 Elwb Hr 177 Comfortline,Benzin,Manuel,,
Volkswagen,Crafter,Servis 19+1 Elwb Hr 177 Comfortline,Benzin,Manuel,,
Volkswagen,Crafter,Servis 16+1 Elwb Hr 177 Highline,Benzin,Manuel,,
Volkswagen,Crafter,Servis 19+1 Elwb Hr 177 Highline,Benzin,Manuel,,
Volkswagen,Crafter,Okul 16+1 Elwb Hr 177 Comfortline,Benzin,Manuel,,
Volkswagen,Crafter,Okul 19+1 Elwb Hr 177 Comfortline,Benzin,Manuel,,
Volkswagen,Crafter,Okul 16+1 Elwb Hr 177 Highline,Benzin,Manuel,,
Volkswagen,Crafter,Okul 19+1 Elwb Hr 177 Highline,Benzin,Manuel,,
Volkswagen,Transporter,Kamyonet (5+1) Cift Kabin 150 4X4,Benzin,Manuel,,
Volkswagen,Golf,1.0 Tsi 115 Midline Plus,Benzin,Manuel,999.0,
Volkswagen,Passat,1.5 Tsi Act 150 Dsg Impression,Benzin,Otomatik,1498.0,
Volkswagen,Passat,1.5 Tsi Act 150 Dsg Business,Benzin,Otomatik,1498.0,
Volkswagen,Passat,1.5 Tsi Act 150 Dsg Elegance,Benzin,Otomatik,1498.0,
Volkswagen,Passat,1.6 Tdi 120 Dsg Impression,Dizel,Otomatik,1598.0,
Volkswagen,Passat,1.6 Tdi 120 Dsg Business,Dizel,Otomatik,1598.0,
Volkswagen,Passat,1.6 Tdi 120 Dsg Elegance,Dizel,Otomatik,1598.0,
Volkswagen,Passat,2.0 Tdi 150 Dsg Business,Dizel,Otomatik,1984.0,
Volkswagen,Passat,2.0 Tdi 150 Dsg Elegance,Dizel,Otomatik,1984.0,
Volkswagen,Passat,2.0 Tdi Scr 240 4M Dsg Eelgance,Dizel,Otomatik,1984.0,
Volkswagen,Passat,Variant 1.5 Tsi Act 150 Dsg Business,Benzin,Otomatik,1498.0,
Volkswagen,Passat,Variant 1.5 Tsi Act 150 Dsg Elegance,Benzin,Otomatik,1498.0,
Volkswagen,Passat,Variant 1.6 Tdi 120 Dsg Business,Dizel,Otomatik,1598.0,
Volkswagen,Passat,Variant 1.6 Tdi 120 Dsg Elegance,Dizel,Otomatik,1598.0,
Volkswagen,Passat,Variant 2.0Tdi Scr 240 4M Dsg Elegance,Dizel,Otomatik,,
Volkswagen,Crafter,Panelvan 2+1 Elwb Hr 177 5T Comfort,Benzin,Manuel,,
Volkswagen,Crafter,Panelvan 1+1 Lwb 163 Midline 3.5T,Benzin,Manuel,,
Volkswagen,Transporter,Panelvan 2+1 Lwb 110,Benzin,Manuel,,
Volkswagen,Crafter,Panelvan 2+1 Lwb Hr 177 3.5T Highline,Benzin,Manuel,,
Volkswagen,Passat,1.6 Tdi Bmt 120 R-Line Dsg,Dizel,Otomatik,1598.0,
Volkswagen,Crafter,Okul 16+1 Lwb Hr 140 Comfortline,Benzin,Manuel,,
Volkswagen,Caddy,1.4 Tsi Bmt 130 Comfortline Dsg,Benzin,Otomatik,1395.0,
Volkswagen,Transporter,Panelvan 2+1 110,Benzin,Manuel,,
Volkswagen,Transporter,Kamyonet 5+1 Lwb Cift Kabin 110,Benzin,Manuel,,
Volkswagen,Transporter,Kamyonet 2+1 Lwb Tek Kabin 110,Benzin,Manuel,,
Volkswagen,Golf,R 2.0 Tsi 300 4M Dsg,Benzin,Otomatik,1984.0,
Volkswagen,Transporter,Cityvan 5+1 150 Dsg E6,Benzin,Otomatik,,
Volkswagen,Transporter,Camlivan 4+1 150 Dsg E6,Benzin,Otomatik,,
Volkswagen,Transporter,Panelvan 2+1 150 Dsg,Benzin,Otomatik,,
Volkswagen,Touareg,V6 3.0 Tdi Scr 286 Tiptronic Premium,Dizel,Otomatik,2979.0,
Volkswagen,Touareg,V6 3.0 Tdi Scr 286 Tiptronic Elegance,Dizel,Otomatik,2979.0,
Volkswagen,Touareg,V6 3.0 Tdi Scr 286 Tiptronic R-Line,Dizel,Otomatik,2979.0,
Volkswagen,Transporter,2.0 Tdi 150 Kombi 8+1 Lwb Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Crafter,Servis 15+1 Lwb Hr 140 Comfortline,Benzin,Manuel,,
Volkswagen,Tiguan,1.5 Tsi Act 150 Dsg Life,Benzin,Otomatik,1498.0,
Volkswagen,Tiguan,1.5 Tsi Act 150 Dsg Elegance,Benzin,Otomatik,1498.0,
Volkswagen,Tiguan,1.5 Tsi Act 150 Dsg R-Line,Benzin,Otomatik,1498.0,
Volkswagen,Tiguan,2.0 Tdi Scr 150 4Motion Dsg Elegance,Dizel,Otomatik,1984.0,
Volkswagen,Tiguan,2.0 Tdi Scr 150 4Motion Dsg R-Line,Dizel,Otomatik,1984.0,
Volkswagen,Crafter,Panelvan2+1Elwb Hr 177 5T Comfortline,Benzin,Manuel,,
Volkswagen,Transporter,Camlivan 4+1 Lwb 150 Dsg,Benzin,Otomatik,,
Volkswagen,Caddy,Maxi Van 2.0 Cng (109),Benzin,Manuel,1984.0,
Volkswagen,Caddy,Kombi 2.0 Tdi 122 Impression,Dizel,Manuel,1984.0,
Volkswagen,Caddy,Kombi 2.0 Tdi 122 Impression Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Caddy,Kombi 2.0 Tdi 122 Life,Dizel,Manuel,1984.0,
Volkswagen,Caddy,Kombi 2.0 Tdi 122 Life Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Caddy,Kombi 2.0 Tdi 122 Style Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Caddy,Cargo Panelvan 2.0 Tdi 122,Dizel,Manuel,1984.0,
Volkswagen,Caddy,Cargo Panelvan 2.0 Tdi 122 Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Caddy,Cargo Maxi Panelvan 2.0 Tdi 122,Dizel,Manuel,1984.0,
Volkswagen,Caddy,Cargo Maxi Panelvan 2.0 Tdi 122 Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Caravelle,Highline 2.0 Tdi 8+1 Lwb 204 Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Caravelle,Highline 2.0 Tdi 8+1 Lwb 204 Dsg 4M,Dizel,Otomatik,1984.0,
Volkswagen,Caravelle,Comfortline 2.0 Tdi 8+1 Lwb 110,Dizel,Manuel,1984.0,
Volkswagen,Id.3,Pro (150Kw),Elektrik,Manuel,,
Volkswagen,Crafter,Okul 16+1 Lwb Hr 177,Benzin,Manuel,,
Volkswagen,Golf,1.0 Tsi 110 Impression,Benzin,Manuel,999.0,
Volkswagen,Golf,1.0 Etsi 110 Dsg Life,Hibrit,Otomatik,999.0,
Volkswagen,Golf,1.0 Etsi 110 Dsg Style,Hibrit,Otomatik,999.0,
Volkswagen,Golf,1.0 Etsi 110 Dsg R-Line,Hibrit,Otomatik,999.0,
Volkswagen,Golf,1.5 Etsi 150 Dsg Style,Hibrit,Otomatik,1498.0,
Volkswagen,Golf,1.5 Etsi 150 Dsg R-Line,Hibrit,Otomatik,1498.0,
Volkswagen,Jetta,2.0 Fsi (150) Trendline Tiptronic,Benzin,Otomatik,1984.0,
Volkswagen,Multivan,2.0 Tdi 199 Highline 4X4 Swb Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Caravelle,Highline 2.0 Tdi 8+1 Swb 199 Dsg 4M,Dizel,Otomatik,1984.0,
Volkswagen,Polo,1.0 80 Impression,Benzin,Manuel,999.0,
Volkswagen,Polo,1.0 Tsi 95 Life,Benzin,Manuel,999.0,
Volkswagen,Polo,1.0 Tsi 95 Dsg Life,Benzin,Otomatik,999.0,
Volkswagen,Polo,1.0 Tsi 95 Dsg Style,Benzin,Otomatik,999.0,
Volkswagen,Golf,1.2 Tsi 85,Benzin,Manuel,1197.0,
Volkswagen,Jetta,R-Line 1.4 T 8At,Benzin,Manuel,1395.0,
Volkswagen,Passat,Alltrack 2.0 Tdi 200 Scr 4M Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Tiguan,Allspace 1.5 Tsi Act 150 Dsg Life,Benzin,Otomatik,1498.0,
Volkswagen,Tiguan,Allspace 1.5 Tsi Act 150 Dsg Elegance,Benzin,Otomatik,1498.0,
Volkswagen,Tiguan,Allspace 1.5 Tsi Act 150 Dsg R-Line,Benzin,Otomatik,1498.0,
Volkswagen,Crafter,Panelvan 2+1 Lwb Hr 177 3.5T Comfort.,Benzin,Manuel,,
Volkswagen,Jetta,Se 1.4 Tsi 150 Tiptronic,Benzin,Otomatik,1395.0,
Volkswagen,Tiguan,2.0 Tdi Scr 200 Dsg Elegance,Dizel,Otomatik,1984.0,
Volkswagen,Tiguan,2.0 Tdi Scr 200 Dsg R-Line,Dizel,Otomatik,1984.0,
Volkswagen,T-Cross,1.0 Tsi 110 Life,Benzin,Manuel,999.0,
Volkswagen,T-Cross,1.0 Tsi 110 Life Dsg,Benzin,Otomatik,999.0,
Volkswagen,T-Cross,1.0 Tsi 110 Style Dsg,Benzin,Otomatik,999.0,
Volkswagen,Taigo,1.0 Tsi 95 Life,Benzin,Manuel,999.0,
Volkswagen,Taigo,1.0 Tsi 110 Life Dsg,Benzin,Otomatik,999.0,
Volkswagen,Taigo,1.0 Tsi 110 Style Dsg,Benzin,Otomatik,999.0,
Volkswagen,Taigo,1.0 Tsi 110 R-Line Dsg,Benzin,Otomatik,999.0,
Volkswagen,Taigo,1.5 Tsi 150 Style Dsg,Benzin,Otomatik,1498.0,
Volkswagen,Taigo,1.5 Tsi 150 R-Line Dsg,Benzin,Otomatik,1498.0,
Volkswagen,Tiguan,Allspace 1.5 Tsi Act 150 7K Dsg Life,Benzin,Otomatik,1498.0,
Volkswagen,Tiguan,Allspace 1.5Tsi Act 150 7K Dsgelegance,Benzin,Manuel,,
Volkswagen,Tiguan,Allspace 1.5 Tsi Act 150 7K Dsg R-Line,Benzin,Otomatik,1498.0,
Volkswagen,Golf,Vii 1.2 Tsi 85 Variant,Benzin,Manuel,1197.0,
Volkswagen,T-Roc,1.5 Tsi 150 Dsg Life,Benzin,Otomatik,1498.0,
Volkswagen,T-Roc,1.5 Tsi 150 Dsg Style,Benzin,Otomatik,1498.0,
Volkswagen,T-Roc,1.5 Tsi 150 Dsg R-Line,Benzin,Otomatik,1498.0,
Volkswagen,Golf,R 2.0 Tsi 320 4M Dsg,Benzin,Otomatik,1984.0,
Volkswagen,Touran,1.4 Tsi Highline Tiptronic,Benzin,Otomatik,1395.0,
Volkswagen,Jetta,1.4 Tsi 150 Highline Dsg,Benzin,Otomatik,1395.0,
Volkswagen,Passat,2.0 Tsi 280 4M R-Line Dsg,Benzin,Otomatik,1984.0,
Volkswagen,Tiguan,2.0 Tdi Scr 200 4Motion Dsg R-Line,Dizel,Otomatik,1984.0,
Volkswagen,California,Ocean 2.0 Tdi 204 Dsg 4Motion,Dizel,Otomatik,1984.0,
Volkswagen,Passat,1.4 Tsi (156) Gte Hibrit,Hibrit,Manuel,1395.0,
Volkswagen,Id.6,Crozz Pro,Elektrik,Manuel,,
Volkswagen,Grand,California 600 Motokaravan,Benzin,Manuel,,
Volkswagen,Id4,Pure 109 Kw,Benzin,Manuel,,
Volkswagen,Polo,1.6 Sedan (110),Benzin,Manuel,1598.0,
Volkswagen,Transporter,Minibus 9+1 Lwb 110 E6 Vip,Benzin,Manuel,,
Volkswagen,Transporter,Cityvan 5+1 150 Lwb Dsg,Benzin,Otomatik,,
Volkswagen,Transporter,Minibus 2.0 Tdi (150) 9+1,Dizel,Manuel,1984.0,
Volkswagen,Touran,1.6 Tdi 115,Dizel,Manuel,1598.0,
Volkswagen,Crafter,Panelvan 2+1 Lwb Hr 177 3.5T Comfort,Benzin,Manuel,,
Volkswagen,Sharan,2.0 Tdi 150,Dizel,Manuel,1984.0,
Volkswagen,Transporter,Camlivan 2.0 Tdi 150 Swbdsg 1+1+3,Dizel,Manuel,1984.0,
Volkswagen,California,Ocean 2.0 Tdi 204 Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Grand,California 600 2.0 Tdi 177 Oto 4Motion,Dizel,Manuel,1984.0,
Volkswagen,Crafter,Panelvan 2+1 Lwb Oto 140 3.5T Comf.,Benzin,Manuel,,
Volkswagen,Amarok,Panamericana 4Motion 3.0 Tdi V6 240 Ov,Dizel,Manuel,2979.0,
Volkswagen,Amarok,Aventura 4Motion 3.0 Tdi V6 240 Ov,Dizel,Manuel,2979.0,
Volkswagen,Amarok,Style 4Motion 2.0 Tdi 205 Ov,Dizel,Manuel,1984.0,
Volkswagen,Amarok,Style Plus 4Motion 2.0 Tdi 205 Ov,Dizel,Manuel,1984.0,
Volkswagen,Amarok,Style 4Motion 3.0 Tdi V6 240 Ov,Dizel,Manuel,2979.0,
Volkswagen,Amarok,Life 4Motion 2.0 Tdi 205 Ov,Dizel,Manuel,1984.0,
Volkswagen,Multivan,Style S 2.0 Tsi,Benzin,Manuel,1984.0,
Volkswagen,Sharan,2.0 Tdi (140) Dsg,Dizel,Otomatik,1984.0,
Volkswagen,Id-4,150Kw,Benzin,Manuel,,
Volkswagen,Transporter,Cityvan 2.0 Tdi 150 Swbdsg 1+2+3,Dizel,Manuel,1984.0,
Volkswagen,Golf,2.0 Gti 245 Dsg,Benzin,Otomatik,1984.0,
Volkswagen,Multivan,Style 1.4 Tsi Ehybrid 6+1 Us 218 Dsg,Benzin,Otomatik,1395.0,
Volkswagen,Crafter,Servis 16+1 Elwb 163 Comfortline,Benzin,Manuel,,
Volkswagen,Teramont,3.6 Fsi V6 (280) 4Motion At,Benzin,Otomatik,,
Volkswagen,Jetta,1.5 Tsi (158),Benzin,Manuel,1498.0,
Volkswagen,Crafter,Okul 16+1 Elwb Hr 163 Comfortline,Benzin,Manuel,,
Volkswagen,Crafter,Servis 19+1 Elwb Hr 163 Comfortline,Benzin,Manuel,,
Volkswagen,Crafter,Okul 19+1 Elwb Hr 163 Comfortline,Benzin,Manuel,,
Volkswagen,T-Cross,1.0 Tsi 115 Life Fl,Benzin,Manuel,999.0,
Volkswagen,T-Cross,1.0 Tsi 115 Life Dsg Fl,Benzin,Otomatik,999.0,
Volkswagen,T-Cross,1.0 Tsi 115 Style Dsg Fl,Benzin,Otomatik,999.0,
Volkswagen,T-Cross,1.0 Tsi 115 R-Line Dsg Fl,Benzin,Otomatik,999.0,
Volkswagen,Polo,1.0 80 Trendline,Benzin,Manuel,999.0,
Volkswagen,Passat,1.5 Etsi 150 Dsg Business,Hibrit,Otomatik,1498.0,
Volkswagen,Passat,1.5 Etsi 150 Dsg Elegance,Hibrit,Otomatik,1498.0,
Volkswagen,Passat,1.5 Etsi 150 Dsg R-Line,Hibrit,Otomatik,1498.0,
Volkswagen,Passat,2.0 Tdi Scr 193 4M Dsg Elegance,Dizel,Otomatik,1984.0,
Volkswagen,Passat,2.0 Tsi 265 4M Dsg R-Line,Benzin,Otomatik,1984.0,
Volkswagen,Passat,2.0 Tdi Scr 193 4M Dsg R-Line,Dizel,Otomatik,1984.0,
Volkswagen,Passat,1.5 Etsi 150 Dsg Impression,Hibrit,Otomatik,1498.0,
Volkswagen,Tiguan,1.5 Etsi Act 150 Dsg Life,Hibrit,Otomatik,1498.0,
Volkswagen,Tiguan,1.5 Etsi Act 150 Dsg Elegance,Hibrit,Otomatik,1498.0,
Volkswagen,Tiguan,1.5 Etsi Act 150 Dsg R-Line,Hibrit,Otomatik,1498.0,
Volkswagen,Tiguan,2.0 Tdi Scr 193 Dsg 4M Elegance,Dizel,Otomatik,1984.0,
Volkswagen,Tiguan,2.0 Tdi Scr 193 Dsg 4M R-Line,Dizel,Otomatik,1984.0,
Volkswagen,Taigo,1.0 Tsi 115 Life Dsg,Benzin,Otomatik,999.0,
Volkswagen,Taigo,1.0 Tsi 115 Style Dsg,Benzin,Otomatik,999.0,
Volkswagen,Transporter,Cityvan 2.0 Tdi 150 Lwbdsg 1+1+3,Dizel,Manuel,1984.0,
Volkswagen,Golf,1.5 Tsi 116 Impression Fl,Benzin,Manuel,1498.0,
Volkswagen,Golf,1.5 Etsi 116 Dsg Life Fl,Hibrit,Otomatik,1498.0,
Volkswagen,Golf,1.5 Etsi 116 Dsg Style Fl,Hibrit,Otomatik,1498.0,
Volkswagen,Golf,1.5 Etsi 150 Dsg Style Fl,Hibrit,Otomatik,1498.0,
Volkswagen,Golf,1.5 Etsi 150 Dsg R-Line Fl,Hibrit,Otomatik,1498.0,
Volkswagen,E-Up,,Benzin,Manuel,,
Volkswagen,Id.4,Crozz Pro,Elektrik,Manuel,,
Volkswagen,Id.,Buzz Pro,Benzin,Manuel,,
Volkswagen,Tiguan,1.4 Tsi Act Bmt 150 Dsg R-Line,Benzin,Otomatik,1395.0,
Volkswagen,Id.6,X Pro,Elektrik,Manuel,,
Volkswagen,Id.,Buzz Pro 210Kw,Benzin,Manuel,,
Volkswagen,Id.,Buzz Cargo 210Kw,Benzin,Manuel,,
Volkswagen,Taigo,1.0 Tsi 116 Life Dsg,Benzin,Otomatik,999.0,
Volkswagen,Taigo,1.0 Tsi 116 Style Dsg,Benzin,Otomatik,999.0,
Volkswagen,Taigo,1.0 Tsi 116 R-Line Dsg,Benzin,Otomatik,999.0,
Volkswagen,T-Cross,1.0 Tsi 116 Life,Benzin,Manuel,999.0,
Volkswagen,T-Cross,1.0 Tsi 116 Life Dsg,Benzin,Otomatik,999.0,
Volkswagen,T-Cross,1.0 Tsi 116 Style Dsg,Benzin,Otomatik,999.0,
Volkswagen,T-Cross,1.0 Tsi 116 R-Line Dsg,Benzin,Otomatik,999.0,
Volkswagen,Id.4,Pure 125 Kw,Elektrik,Manuel,,
Volkswagen,Id.7,Pro S (210Kw),Elektrik,Manuel,,
Volkswagen,Transporter,Panelvan 2.0Tdi 2+1 Lwb 150,Benzin,Manuel,,
Volkswagen,Transporter,Panelvan 2.0Tdi 2+1 Lwb 170At,Benzin,Manuel,,
Volkswagen,Id.,Buzz Gtx (5+1) Uzun 250Kw,Benzin,Manuel,,
Volkswagen,Golf,2.0 Gti 265 Dsg,Benzin,Otomatik,1984.0,
Volkswagen,Golf,R 2.0 Tsi 333 4M Dsg,Benzin,Otomatik,1984.0,
Volkswagen,Tayron,1.5 Etsi 150 Act Life Dsg,Hibrit,Otomatik,1498.0,
Volkswagen,Tayron,1.5 Etsi 150 Act Elegance Dsg,Hibrit,Otomatik,1498.0,
Volkswagen,Tayron,1.5 Etsi 150 Act R-Line Dsg,Hibrit,Otomatik,1498.0,
Volkswagen,Caravelle,Life 2.0 Tdi 8+1 Lwb 150 At,Dizel,Otomatik,1984.0,
